"study","SID","CE_attitudes","IAF_autonomous","IAF_controlled","politics_party","vote_intention_register","vote_intention_vote","vote_motive_autonomous","vote_motive_controlled","behavior_voting","CE_checklist","already_voted","autonomous_identified","autonomous_integrated","autonomous_intrinsic","controlled_external","controlled_introjected"
"2020_student","gotv_2020_sona_s132",6.875,4.4,4.4,1,8,7,5,4,1,9,1,"7","7","1","1","7"
"2020_student","gotv_2020_sona_s133",7,4.2,2.2,3,8,7,5,1,1,6,1,"7","7","1","1","1"
"2020_student","gotv_2020_sona_s134",6.375,3.6,3.6,3,8,7,5.66666666666667,4,1,8,1,"7","7","3","1","7"
"2020_student","gotv_2020_sona_s135",6.75,4,3.6,1,8,7,6,4,1,13,1,"7","7","4","1","7"
"2020_student","gotv_2020_sona_s136",6.875,4,3,1,8,7,4.66666666666667,3.5,1,8,1,"7","5","2","1","6"
"2020_student","gotv_2020_sona_s137",6.875,4.6,2,4,8,7,5,3.5,1,6,1,"7","4","4","1","6"
"2020_student","gotv_2020_sona_s138",4.5,4,2.2,NA,8,7,2.66666666666667,3,0,9,0,"4","3","1","4","2"
"2020_student","gotv_2020_sona_s139",5.75,4.4,1.4,2,8,7,5.33333333333333,1.5,1,4,1,"7","4","5","1","2"
"2020_student","gotv_2020_sona_s140",5.25,4,3.6,NA,8,7,3.66666666666667,4.5,1,7,1,"6","4","1","2","7"
"2020_student","gotv_2020_sona_s141",3.75,3.2,2.4,1,8,7,3.66666666666667,1.5,1,5,0,"7","3","1","1","2"
"2020_student","gotv_2020_sona_s142",4.875,3,3.2,2,8,7,5,5,1,6,1,"5","5","5","5","5"
"2020_student","gotv_2020_sona_s143",3.625,3.2,1,6,8,6,2.33333333333333,1,NA,4,0,"3","1","3","1","1"
"2020_student","gotv_2020_sona_s144",5.5,4.2,3.8,1,8,7,4.33333333333333,3.5,1,4,1,"6","3","4","2","5"
"2020_student","gotv_2020_sona_s145",6.25,4,2.4,2,8,7,4.66666666666667,7,1,5,1,"7","6","1","7","7"
"2020_student","gotv_2020_sona_s146",6.875,3.8,3,1,8,7,4,2,1,11,1,"7","4","1","1","3"
"2020_student","gotv_2020_sona_s147",6.25,4.2,1.6,3,8,7,4.33333333333333,2,1,7,0,"7","5","1","1","3"
"2020_student","gotv_2020_sona_s149",6.25,4.4,2,2,8,7,5.33333333333333,4,NA,8,0,"7","5","4","5","3"
"2020_student","gotv_2020_sona_s150",3.5,3.6,4.2,2,8,7,1.66666666666667,2,1,4,0,"2","2","1","1","3"
"2020_student","gotv_2020_sona_s151",4.75,4,4.2,NA,8,7,5,2.5,1,4,1,"7","7","1","2","3"
"2020_student","gotv_2020_sona_s152",4.75,3.8,3.6,6,8,7,5.33333333333333,5.5,1,9,0,"5","5","6","7","4"
"2020_student","gotv_2020_sona_s153",5.625,4.6,1.2,7,8,7,3,2,1,3,1,"5","3","1","1","3"
"2020_student","gotv_2020_sona_s154",5.25,4.6,2.4,2,8,7,5.66666666666667,4,1,6,1,"7","7","3","1","7"
